Id,País de origem,País de destino,Ano,Quantidade (kg/L),Valor em US$
45,Brasil,Emirados Arabes Unidos,2017,675,3302
46,Brasil,Equador,2017,0,0
47,Brasil,"Eslovaca, Republica",2017,0,0
48,Brasil,Espanha,2017,0,0
49,Brasil,Estados Unidos,2017,132688,1523699
50,Brasil,Estônia,2017,0,0
51,Brasil,Filipinas,2017,0,0
52,Brasil,Finlândia,2017,0,0
53,Brasil,França,2017,4253,21654
54,Brasil,Gana,2017,0,0
55,Brasil,Gibraltar,2017,0,0
56,Brasil,Granada,2017,0,0
57,Brasil,Grécia,2017,0,0
58,Brasil,Guatemala,2017,0,0
59,Brasil,Guiana,2017,0,0
60,Brasil,Guiana Francesa,2017,0,0
61,Brasil,Guine Bissau,2017,48,90
62,Brasil,Guine Equatorial,2017,2639,30563
63,Brasil,Haiti,2017,0,0
64,Brasil,Honduras,2017,0,0
65,Brasil,Hong Kong,2017,1934,8180
66,Brasil,Hungria,2017,0,0
67,Brasil,Ilha de Man,2017,0,0
68,Brasil,Ilhas Virgens,2017,0,0
69,Brasil,India,2017,0,0
70,Brasil,Indonésia,2017,0,0
71,Brasil,Irã,2017,0,0
72,Brasil,Iraque,2017,0,0
73,Brasil,Irlanda,2017,0,0
74,Brasil,Itália,2017,468,2248
75,Brasil,Jamaica,2017,0,0
76,Brasil,Japão,2017,33909,92886
77,Brasil,Jordânia,2017,0,0
78,Brasil,Letônia,2017,387,3723
79,Brasil,Líbano,2017,0,0
80,Brasil,Libéria,2017,0,0
81,Brasil,Luxemburgo,2017,2719,21947
82,Brasil,Malásia,2017,0,0
83,Brasil,Malta,2017,0,0
84,Brasil,"Marshall, Ilhas",2017,0,0
85,Brasil,Mauritânia,2017,0,0
86,Brasil,México,2017,664,2292
87,Brasil,Moçambique,2017,0,0
88,Brasil,Montenegro,2017,0,0
89,Brasil,Namibia,2017,0,0
90,Brasil,Nicaragua,2017,0,0
91,Brasil,Nigéria,2017,0,0
92,Brasil,Noruega,2017,0,0
93,Brasil,Nova Caledônia,2017,0,0
94,Brasil,Nova Zelândia,2017,1678,8140
95,Brasil,Omã,2017,0,0
96,Brasil,Países Baixos,2017,0,0
97,Brasil,Panamá,2017,0,0
98,Brasil,Paraguai,2017,2393468,4274650
99,Brasil,Peru,2017,0,0
100,Brasil,Polônia,2017,0,0
101,Brasil,Porto Rico,2017,0,0
102,Brasil,Portugal,2017,0,0
103,Brasil,Quênia,2017,0,0
104,Brasil,Reino Unido,2017,60711,242883
105,Brasil,República Dominicana,2017,0,0
106,Brasil,Rússia,2017,0,0
107,Brasil,São Tomé e Príncipe,2017,0,0
108,Brasil,São Vicente e Granadinas,2017,0,0
109,Brasil,Senegal,2017,0,0
110,Brasil,Serra Leoa,2017,0,0
111,Brasil,Singapura,2017,0,0
112,Brasil,Suazilândia,2017,0,0
113,Brasil,Suécia,2017,15445,64953
114,Brasil,Suíça,2017,6525,74816
115,Brasil,Suriname,2017,3690,5638
116,Brasil,Tailândia,2017,0,0
117,Brasil,Taiwan (FORMOSA),2017,14988,43954
118,Brasil,Tanzânia,2017,0,0
119,Brasil,"Tcheca, República",2017,2746,16947
120,Brasil,Togo,2017,0,0
121,Brasil,Trinidade Tobago,2017,0,0
122,Brasil,Tunísia,2017,0,0
123,Brasil,Turquia,2017,0,0
124,Brasil,Tuvalu,2017,0,0
125,Brasil,Uruguai,2017,0,0
126,Brasil,Vanuatu,2017,0,0
127,Brasil,Venezuela,2017,680,2646
128,Brasil,Vietnã,2017,0,0
1,Brasil,Afeganistão,2018,0,0
2,Brasil,África do Sul,2018,0,0
3,Brasil,"Alemanha, República Democrática",2018,10794,45382
4,Brasil,Angola,2018,477,709
5,Brasil,Anguilla,2018,0,0
6,Brasil,Antígua e Barbuda,2018,37,191
7,Brasil,Antilhas Holandesas,2018,0,0
8,Brasil,Argentina,2018,15711,59150
9,Brasil,Aruba,2018,0,0
10,Brasil,Austrália,2018,2055,6902
11,Brasil,Áustria,2018,0,0
12,Brasil,Bahamas,2018,141,634
13,Brasil,Bangladesh,2018,0,0
14,Brasil,Barbados,2018,0,0
15,Brasil,Barein,2018,0,0
16,Brasil,Bélgica,2018,7497,52799
17,Brasil,Belice,2018,0,0
18,Brasil,Benin,2018,0,0
19,Brasil,Bolívia,2018,21566,57424
20,Brasil,Bósnia-Herzegovina,2018,0,0
21,Brasil,Brasil,2018,0,0
22,Brasil,Bulgária,2018,0,0
23,Brasil,Cabo Verde,2018,18,48
24,Brasil,Camarões,2018,0,0
25,Brasil,Canadá,2018,5308,20414
26,Brasil,Catar,2018,0,0
27,Brasil,"Cayman, Ilhas",2018,19,203
28,Brasil,Chile,2018,11049,42832
29,Brasil,China,2018,30835,126336
30,Brasil,Chipre,2018,279,480
31,Brasil,Cingapura,2018,3298,11616
32,Brasil,"Cocos (Keeling), Ilhas",2018,0,0
33,Brasil,Colômbia,2018,6944,26273
34,Brasil,Comores,2018,0,0
35,Brasil,Congo,2018,0,0
36,Brasil,"Coreia, Republica Sul",2018,120,109
37,Brasil,Costa do Marfim,2018,0,0
38,Brasil,Costa Rica,2018,0,0
39,Brasil,Croácia,2018,0,0
40,Brasil,Cuba,2018,4776,5584
41,Brasil,Curaçao,2018,23930,43676
42,Brasil,Dinamarca,2018,0,0
43,Brasil,Dominica,2018,0,0
44,Brasil,El Salvador,2018,0,0
45,Brasil,Emirados Arabes Unidos,2018,360,1762
46,Brasil,Equador,2018,0,0
47,Brasil,"Eslovaca, Republica",2018,0,0
48,Brasil,Espanha,2018,6123,22631
49,Brasil,Estados Unidos,2018,169109,512519
50,Brasil,Estônia,2018,0,0
51,Brasil,Filipinas,2018,9608,16205
52,Brasil,Finlândia,2018,0,0
53,Brasil,França,2018,11077,48677
54,Brasil,Gana,2018,9000,13502
55,Brasil,Gibraltar,2018,0,0
56,Brasil,Granada,2018,0,0
57,Brasil,Grécia,2018,232,730
58,Brasil,Guatemala,2018,0,0
59,Brasil,Guiana,2018,0,0
60,Brasil,Guiana Francesa,2018,0,0
61,Brasil,Guine Bissau,2018,0,0
62,Brasil,Guine Equatorial,2018,8389,26808
63,Brasil,Haiti,2018,79500,144425
64,Brasil,Honduras,2018,0,0
65,Brasil,Hong Kong,2018,1742,9029
66,Brasil,Hungria,2018,0,0
67,Brasil,Ilha de Man,2018,0,0
68,Brasil,Ilhas Virgens,2018,0,0
69,Brasil,India,2018,0,0
70,Brasil,Indonésia,2018,0,0
71,Brasil,Irã,2018,0,0
72,Brasil,Iraque,2018,0,0
73,Brasil,Irlanda,2018,7560,25767
74,Brasil,Itália,2018,3661,13260
75,Brasil,Jamaica,2018,0,0
76,Brasil,Japão,2018,36992,112342
77,Brasil,Jordânia,2018,0,0
78,Brasil,Letônia,2018,0,0
79,Brasil,Líbano,2018,0,0
80,Brasil,Libéria,2018,658,3100
81,Brasil,Luxemburgo,2018,1778,11053
82,Brasil,Malásia,2018,15,33
83,Brasil,Malta,2018,503,1192
84,Brasil,"Marshall, Ilhas",2018,923,2436
85,Brasil,Mauritânia,2018,0,0
86,Brasil,México,2018,2748,9744
87,Brasil,Moçambique,2018,0,0
88,Brasil,Montenegro,2018,0,0
89,Brasil,Namibia,2018,0,0
90,Brasil,Nicaragua,2018,0,0
91,Brasil,Nigéria,2018,5175,6250
92,Brasil,Noruega,2018,1295,9847
93,Brasil,Nova Caledônia,2018,0,0
94,Brasil,Nova Zelândia,2018,969,5565
95,Brasil,Omã,2018,0,0
96,Brasil,Países Baixos,2018,9451,32395
97,Brasil,Panamá,2018,1183,3117
98,Brasil,Paraguai,2018,3234168,5494321
99,Brasil,Peru,2018,5193,19372
100,Brasil,Polônia,2018,720,4679
101,Brasil,Porto Rico,2018,0,0
102,Brasil,Portugal,2018,0,0
103,Brasil,Quênia,2018,6771,31225
104,Brasil,Reino Unido,2018,67708,296827
105,Brasil,República Dominicana,2018,0,0
106,Brasil,Rússia,2018,0,0
107,Brasil,São Tomé e Príncipe,2018,2184,2357
108,Brasil,São Vicente e Granadinas,2018,0,0
109,Brasil,Senegal,2018,0,0
110,Brasil,Serra Leoa,2018,0,0
111,Brasil,Singapura,2018,0,0
112,Brasil,Suazilândia,2018,0,0
113,Brasil,Suécia,2018,8062,34563
114,Brasil,Suíça,2018,0,0
115,Brasil,Suriname,2018,0,0
116,Brasil,Tailândia,2018,8,45
117,Brasil,Taiwan (FORMOSA),2018,7589,18421
118,Brasil,Tanzânia,2018,0,0
119,Brasil,"Tcheca, República",2018,2712,20980
120,Brasil,Togo,2018,0,0
121,Brasil,Trinidade Tobago,2018,0,0
122,Brasil,Tunísia,2018,0,0
123,Brasil,Turquia,2018,360,150
124,Brasil,Tuvalu,2018,0,0
125,Brasil,Uruguai,2018,7711,29617
126,Brasil,Vanuatu,2018,0,0
127,Brasil,Venezuela,2018,71,355
128,Brasil,Vietnã,2018,0,0
1,Brasil,Afeganistão,2019,0,0
2,Brasil,África do Sul,2019,26,95
3,Brasil,"Alemanha, República Democrática",2019,3660,25467
4,Brasil,Angola,2019,345,1065
5,Brasil,Anguilla,2019,0,0
6,Brasil,Antígua e Barbuda,2019,219,1549
7,Brasil,Antilhas Holandesas,2019,0,0
8,Brasil,Argentina,2019,0,0
9,Brasil,Aruba,2019,0,0
10,Brasil,Austrália,2019,1161,4682
11,Brasil,Áustria,2019,0,0
12,Brasil,Bahamas,2019,791,3124
13,Brasil,Bangladesh,2019,0,0
14,Brasil,Barbados,2019,36,394
15,Brasil,Barein,2019,482,2144
16,Brasil,Bélgica,2019,2498,12548
17,Brasil,Belice,2019,9,29
18,Brasil,Benin,2019,9,9
19,Brasil,Bolívia,2019,0,0
20,Brasil,Bósnia-Herzegovina,2019,0,0
21,Brasil,Brasil,2019,0,0
22,Brasil,Bulgária,2019,0,0
23,Brasil,Cabo Verde,2019,0,0
24,Brasil,Camarões,2019,0,0
25,Brasil,Canadá,2019,1589,6933
26,Brasil,Catar,2019,0,0
27,Brasil,"Cayman, Ilhas",2019,19,106
28,Brasil,Chile,2019,0,0
29,Brasil,China,2019,129852,376828
30,Brasil,Chipre,2019,672,1843
31,Brasil,Cingapura,2019,5044,19099
32,Brasil,"Cocos (Keeling), Ilhas",2019,0,0
33,Brasil,Colômbia,2019,897,1999
34,Brasil,Comores,2019,0,0
35,Brasil,Congo,2019,0,0
36,Brasil,"Coreia, Republica Sul",2019,70,194
37,Brasil,Costa do Marfim,2019,0,0
38,Brasil,Costa Rica,2019,0,0
39,Brasil,Croácia,2019,0,0
40,Brasil,Cuba,2019,0,0
41,Brasil,Curaçao,2019,33951,62067
42,Brasil,Dinamarca,2019,240,306
43,Brasil,Dominica,2019,0,0
44,Brasil,El Salvador,2019,0,0
45,Brasil,Emirados Arabes Unidos,2019,450,2202
46,Brasil,Equador,2019,2,3
47,Brasil,"Eslovaca, Republica",2019,0,0
48,Brasil,Espanha,2019,3540,1353
49,Brasil,Estados Unidos,2019,209765,616274
50,Brasil,Estônia,2019,0,0
51,Brasil,Filipinas,2019,736,2486
52,Brasil,Finlândia,2019,0,0
53,Brasil,França,2019,18286,67072
54,Brasil,Gana,2019,7673,10010
55,Brasil,Gibraltar,2019,23,93
56,Brasil,Granada,2019,0,0
57,Brasil,Grécia,2019,561,1994
58,Brasil,Guatemala,2019,1597,8719
59,Brasil,Guiana,2019,424,1311
60,Brasil,Guiana Francesa,2019,0,0
61,Brasil,Guine Bissau,2019,0,0
62,Brasil,Guine Equatorial,2019,0,0
63,Brasil,Haiti,2019,81873,129803
64,Brasil,Honduras,2019,0,0
65,Brasil,Hong Kong,2019,9651,42020
66,Brasil,Hungria,2019,0,0
67,Brasil,Ilha de Man,2019,28,175
68,Brasil,Ilhas Virgens,2019,0,0
69,Brasil,India,2019,51,273
70,Brasil,Indonésia,2019,0,0
71,Brasil,Irã,2019,0,0
72,Brasil,Iraque,2019,0,0
73,Brasil,Irlanda,2019,0,0
74,Brasil,Itália,2019,587,1625
75,Brasil,Jamaica,2019,0,0
76,Brasil,Japão,2019,40621,99642
77,Brasil,Jordânia,2019,0,0
78,Brasil,Letônia,2019,0,0
79,Brasil,Líbano,2019,0,0
80,Brasil,Libéria,2019,4441,20068
81,Brasil,Luxemburgo,2019,1666,11211
82,Brasil,Malásia,2019,48,110
83,Brasil,Malta,2019,3661,8828
84,Brasil,"Marshall, Ilhas",2019,7276,15786
85,Brasil,Mauritânia,2019,0,0
86,Brasil,México,2019,4,4
87,Brasil,Moçambique,2019,0,0
88,Brasil,Montenegro,2019,9,46
89,Brasil,Namibia,2019,0,0
90,Brasil,Nicaragua,2019,0,0
91,Brasil,Nigéria,2019,28437,38555
92,Brasil,Noruega,2019,628,3139
93,Brasil,Nova Caledônia,2019,0,0
94,Brasil,Nova Zelândia,2019,500,2832
95,Brasil,Omã,2019,0,0
96,Brasil,Países Baixos,2019,44882,148031
97,Brasil,Panamá,2019,7918,29017
98,Brasil,Paraguai,2019,2419537,3826587
99,Brasil,Peru,2019,9755,17310
100,Brasil,Polônia,2019,5,11
101,Brasil,Porto Rico,2019,0,0
102,Brasil,Portugal,2019,18328,72413
103,Brasil,Quênia,2019,0,0
104,Brasil,Reino Unido,2019,34295,164592
105,Brasil,República Dominicana,2019,0,0
106,Brasil,Rússia,2019,0,0
107,Brasil,São Tomé e Príncipe,2019,0,0
108,Brasil,São Vicente e Granadinas,2019,0,0
109,Brasil,Senegal,2019,0,0
110,Brasil,Serra Leoa,2019,18,717
111,Brasil,Singapura,2019,0,0
112,Brasil,Suazilândia,2019,0,0
113,Brasil,Suécia,2019,28,761
114,Brasil,Suíça,2019,2223,28503
115,Brasil,Suriname,2019,3206,4741
116,Brasil,Tailândia,2019,128,832
117,Brasil,Taiwan (FORMOSA),2019,12,67
118,Brasil,Tanzânia,2019,0,0
119,Brasil,"Tcheca, República",2019,2115,16391
120,Brasil,Togo,2019,0,0
121,Brasil,Trinidade Tobago,2019,0,0
122,Brasil,Tunísia,2019,0,0
123,Brasil,Turquia,2019,115,209
124,Brasil,Tuvalu,2019,0,0
125,Brasil,Uruguai,2019,6180,18497
126,Brasil,Vanuatu,2019,0,0
127,Brasil,Venezuela,2019,0,0
128,Brasil,Vietnã,2019,20,32
1,Brasil,Afeganistão,2020,0,0
2,Brasil,África do Sul,2020,4,21
3,Brasil,"Alemanha, República Democrática",2020,6261,32605
4,Brasil,Angola,2020,0,0
5,Brasil,Anguilla,2020,0,0
6,Brasil,Antígua e Barbuda,2020,624,1864
7,Brasil,Antilhas Holandesas,2020,0,0
8,Brasil,Argentina,2020,1015,4176
9,Brasil,Aruba,2020,0,0
10,Brasil,Austrália,2020,1013,3413
11,Brasil,Áustria,2020,0,0
12,Brasil,Bahamas,2020,1212,3703
13,Brasil,Bangladesh,2020,3,29
14,Brasil,Barbados,2020,143,169
15,Brasil,Barein,2020,8,28
16,Brasil,Bélgica,2020,3166,20460
17,Brasil,Belice,2020,0,0
18,Brasil,Benin,2020,0,0
19,Brasil,Bolívia,2020,9900,16025
20,Brasil,Bósnia-Herzegovina,2020,45,52
21,Brasil,Brasil,2020,0,0
22,Brasil,Bulgária,2020,0,0
23,Brasil,Cabo Verde,2020,0,0
24,Brasil,Camarões,2020,0,178
25,Brasil,Canadá,2020,1672,8431
26,Brasil,Catar,2020,0,0
27,Brasil,"Cayman, Ilhas",2020,123,339
28,Brasil,Chile,2020,11,13
29,Brasil,China,2020,122253,363000
30,Brasil,Chipre,2020,2478,6785
31,Brasil,Cingapura,2020,4049,9316
32,Brasil,"Cocos (Keeling), Ilhas",2020,0,0
33,Brasil,Colômbia,2020,15660,23780
34,Brasil,Comores,2020,9,25
35,Brasil,Congo,2020,0,0
36,Brasil,"Coreia, Republica Sul",2020,103,433
37,Brasil,Costa do Marfim,2020,0,0
38,Brasil,Costa Rica,2020,0,0
39,Brasil,Croácia,2020,21,123
40,Brasil,Cuba,2020,0,0
41,Brasil,Curaçao,2020,47962,65986
42,Brasil,Dinamarca,2020,659,1962
43,Brasil,Dominica,2020,0,0
44,Brasil,El Salvador,2020,0,0
45,Brasil,Emirados Arabes Unidos,2020,581,2279
46,Brasil,Equador,2020,3780,3824
47,Brasil,"Eslovaca, Republica",2020,0,0
48,Brasil,Espanha,2020,28,126
49,Brasil,Estados Unidos,2020,300178,610793
50,Brasil,Estônia,2020,0,0
51,Brasil,Filipinas,2020,719,1548
52,Brasil,Finlândia,2020,0,0
53,Brasil,França,2020,12622,57144
54,Brasil,Gana,2020,18810,22027
55,Brasil,Gibraltar,2020,769,2860
56,Brasil,Granada,2020,0,0
57,Brasil,Grécia,2020,6859,18092
58,Brasil,Guatemala,2020,0,0
59,Brasil,Guiana,2020,990,2577
60,Brasil,Guiana Francesa,2020,0,0
61,Brasil,Guine Bissau,2020,0,0
62,Brasil,Guine Equatorial,2020,0,0
63,Brasil,Haiti,2020,399128,471152
64,Brasil,Honduras,2020,0,0
65,Brasil,Hong Kong,2020,15159,41987
66,Brasil,Hungria,2020,0,0
67,Brasil,Ilha de Man,2020,11,121
68,Brasil,Ilhas Virgens,2020,0,0
69,Brasil,India,2020,7,10
70,Brasil,Indonésia,2020,5,6
71,Brasil,Irã,2020,21,35
72,Brasil,Iraque,2020,0,0
73,Brasil,Irlanda,2020,29,257
74,Brasil,Itália,2020,91,376
75,Brasil,Jamaica,2020,0,0
76,Brasil,Japão,2020,36442,92674
77,Brasil,Jordânia,2020,12,52
78,Brasil,Letônia,2020,0,0
79,Brasil,Líbano,2020,0,0
80,Brasil,Libéria,2020,5155,17624
81,Brasil,Luxemburgo,2020,1086,5110
82,Brasil,Malásia,2020,0,0
83,Brasil,Malta,2020,3490,9688
84,Brasil,"Marshall, Ilhas",2020,6270,19639
85,Brasil,Mauritânia,2020,0,0
86,Brasil,México,2020,24,226
87,Brasil,Moçambique,2020,0,0
88,Brasil,Montenegro,2020,9,20
89,Brasil,Namibia,2020,0,0
90,Brasil,Nicaragua,2020,0,0
91,Brasil,Nigéria,2020,12094,26514
92,Brasil,Noruega,2020,1859,15134
93,Brasil,Nova Caledônia,2020,0,0
94,Brasil,Nova Zelândia,2020,95,515
95,Brasil,Omã,2020,0,0
96,Brasil,Países Baixos,2020,248,1532
97,Brasil,Panamá,2020,10821,28372
98,Brasil,Paraguai,2020,3299013,3869243
99,Brasil,Peru,2020,0,0
100,Brasil,Polônia,2020,74,86
101,Brasil,Porto Rico,2020,0,0
102,Brasil,Portugal,2020,7958,34518
103,Brasil,Quênia,2020,0,0
104,Brasil,Reino Unido,2020,22913,82722
105,Brasil,República Dominicana,2020,0,0
106,Brasil,Rússia,2020,1463,8550
107,Brasil,São Tomé e Príncipe,2020,0,0
108,Brasil,São Vicente e Granadinas,2020,0,0
109,Brasil,Senegal,2020,0,0
110,Brasil,Serra Leoa,2020,9240,13050
111,Brasil,Singapura,2020,0,0
112,Brasil,Suazilândia,2020,0,0
113,Brasil,Suécia,2020,6,24
114,Brasil,Suíça,2020,2827,27930
115,Brasil,Suriname,2020,4185,5277
116,Brasil,Tailândia,2020,534,1753
117,Brasil,Taiwan (FORMOSA),2020,963,4673
118,Brasil,Tanzânia,2020,0,0
119,Brasil,"Tcheca, República",2020,563,4805
120,Brasil,Togo,2020,0,0
121,Brasil,Trinidade Tobago,2020,0,0
122,Brasil,Tunísia,2020,0,0
123,Brasil,Turquia,2020,0,0
124,Brasil,Tuvalu,2020,2,4
125,Brasil,Uruguai,2020,0,0
126,Brasil,Vanuatu,2020,18,31
127,Brasil,Venezuela,2020,4086,9808
128,Brasil,Vietnã,2020,86,584
1,Brasil,Afeganistão,2021,11,46
2,Brasil,África do Sul,2021,0,0
3,Brasil,"Alemanha, República Democrática",2021,2698,6741
4,Brasil,Angola,2021,0,0
5,Brasil,Anguilla,2021,0,0
6,Brasil,Antígua e Barbuda,2021,805,2268
7,Brasil,Antilhas Holandesas,2021,0,0
8,Brasil,Argentina,2021,6,13
9,Brasil,Aruba,2021,0,0
10,Brasil,Austrália,2021,705,4034
11,Brasil,Áustria,2021,0,0
12,Brasil,Bahamas,2021,1083,4567
13,Brasil,Bangladesh,2021,2,20
14,Brasil,Barbados,2021,216,844
15,Brasil,Barein,2021,302,894
16,Brasil,Bélgica,2021,483,3749
17,Brasil,Belice,2021,0,0
18,Brasil,Benin,2021,0,0
19,Brasil,Bolívia,2021,5850,8360
20,Brasil,Bósnia-Herzegovina,2021,0,0
21,Brasil,Brasil,2021,31,46
22,Brasil,Bulgária,2021,0,0
23,Brasil,Cabo Verde,2021,16,124
24,Brasil,Camarões,2021,0,0
25,Brasil,Canadá,2021,1172,6157
26,Brasil,Catar,2021,1,2
27,Brasil,"Cayman, Ilhas",2021,104,356
28,Brasil,Chile,2021,26,6
29,Brasil,China,2021,61884,264116
30,Brasil,Chipre,2021,1855,4530
31,Brasil,Cingapura,2021,0,0
32,Brasil,"Cocos (Keeling), Ilhas",2021,0,0
33,Brasil,Colômbia,2021,12160,21867
34,Brasil,Comores,2021,0,0
35,Brasil,Congo,2021,0,0
36,Brasil,"Coreia, Republica Sul",2021,67,100
37,Brasil,Costa do Marfim,2021,0,0
38,Brasil,Costa Rica,2021,0,0
39,Brasil,Croácia,2021,0,0
40,Brasil,Cuba,2021,0,0
41,Brasil,Curaçao,2021,32263,58993
42,Brasil,Dinamarca,2021,87,504
43,Brasil,Dominica,2021,460,634
44,Brasil,El Salvador,2021,0,0
45,Brasil,Emirados Arabes Unidos,2021,810,10522
46,Brasil,Equador,2021,0,0
47,Brasil,"Eslovaca, Republica",2021,0,0
48,Brasil,Espanha,2021,0,0
49,Brasil,Estados Unidos,2021,111085,203554
50,Brasil,Estônia,2021,0,0
51,Brasil,Filipinas,2021,2784,10368
52,Brasil,Finlândia,2021,0,0
53,Brasil,França,2021,7052,23742
54,Brasil,Gana,2021,12578,19196
55,Brasil,Gibraltar,2021,0,0
56,Brasil,Granada,2021,0,0
57,Brasil,Grécia,2021,908,3014
58,Brasil,Guatemala,2021,17347,29100
59,Brasil,Guiana,2021,2372,6525
60,Brasil,Guiana Francesa,2021,90,32
61,Brasil,Guine Bissau,2021,0,0
62,Brasil,Guine Equatorial,2021,0,0
63,Brasil,Haiti,2021,670379,831181
64,Brasil,Honduras,2021,0,0
65,Brasil,Hong Kong,2021,12507,39390
66,Brasil,Hungria,2021,87,583
67,Brasil,Ilha de Man,2021,97,445
68,Brasil,Ilhas Virgens,2021,0,0
69,Brasil,India,2021,13,86
70,Brasil,Indonésia,2021,0,0
71,Brasil,Irã,2021,116,287
72,Brasil,Iraque,2021,0,0
73,Brasil,Irlanda,2021,36,208
74,Brasil,Itália,2021,696,3715
75,Brasil,Jamaica,2021,0,0
76,Brasil,Japão,2021,39491,90275
77,Brasil,Jordânia,2021,0,0
78,Brasil,Letônia,2021,0,0
79,Brasil,Líbano,2021,0,0
80,Brasil,Libéria,2021,7554,23060
81,Brasil,Luxemburgo,2021,0,0
82,Brasil,Malásia,2021,0,0
83,Brasil,Malta,2021,3441,15454
84,Brasil,"Marshall, Ilhas",2021,8644,22561
85,Brasil,Mauritânia,2021,9,85
86,Brasil,México,2021,9,2
87,Brasil,Moçambique,2021,0,0
88,Brasil,Montenegro,2021,14,65
89,Brasil,Namibia,2021,0,0
90,Brasil,Nicaragua,2021,0,0
91,Brasil,Nigéria,2021,68247,113172
92,Brasil,Noruega,2021,1878,8320
93,Brasil,Nova Caledônia,2021,7227,11924
94,Brasil,Nova Zelândia,2021,657,10477
95,Brasil,Omã,2021,0,0
96,Brasil,Países Baixos,2021,3791,8484
97,Brasil,Panamá,2021,29520,48444
98,Brasil,Paraguai,2021,6522527,7192362
99,Brasil,Peru,2021,9720,17107
100,Brasil,Polônia,2021,4,14
101,Brasil,Porto Rico,2021,0,0
102,Brasil,Portugal,2021,6358,42633
103,Brasil,Quênia,2021,0,0
104,Brasil,Reino Unido,2021,25316,122394
105,Brasil,República Dominicana,2021,0,0
106,Brasil,Rússia,2021,181931,312926
107,Brasil,São Tomé e Príncipe,2021,0,0
108,Brasil,São Vicente e Granadinas,2021,8,48
109,Brasil,Senegal,2021,0,0
110,Brasil,Serra Leoa,2021,6525,12955
111,Brasil,Singapura,2021,4504,14346
112,Brasil,Suazilândia,2021,10,24
113,Brasil,Suécia,2021,23,74
114,Brasil,Suíça,2021,627,6999
115,Brasil,Suriname,2021,900,1472
116,Brasil,Tailândia,2021,1334,2529
117,Brasil,Taiwan (FORMOSA),2021,1313,8153
118,Brasil,Tanzânia,2021,0,0
119,Brasil,"Tcheca, República",2021,456,5988
120,Brasil,Togo,2021,1890,2012
121,Brasil,Trinidade Tobago,2021,0,0
122,Brasil,Tunísia,2021,0,0
123,Brasil,Turquia,2021,343,878
124,Brasil,Tuvalu,2021,0,0
125,Brasil,Uruguai,2021,136774,149842
126,Brasil,Vanuatu,2021,0,0
127,Brasil,Venezuela,2021,26415,35944
128,Brasil,Vietnã,2021,0,0
1,Brasil,Afeganistão,2022,0,0
2,Brasil,África do Sul,2022,0,0
3,Brasil,"Alemanha, República Democrática",2022,7630,45367
4,Brasil,Angola,2022,4068,4761
5,Brasil,Anguilla,2022,0,0
6,Brasil,Antígua e Barbuda,2022,419,1866
7,Brasil,Antilhas Holandesas,2022,0,0
8,Brasil,Argentina,2022,480,3232
9,Brasil,Aruba,2022,0,0
10,Brasil,Austrália,2022,1424,12299
11,Brasil,Áustria,2022,6,212
12,Brasil,Bahamas,2022,1215,5799
13,Brasil,Bangladesh,2022,7,84
14,Brasil,Barbados,2022,220,1145
15,Brasil,Barein,2022,979,2789
16,Brasil,Bélgica,2022,828,6145
17,Brasil,Belice,2022,0,0
18,Brasil,Benin,2022,0,0
19,Brasil,Bolívia,2022,32530,49011
20,Brasil,Bósnia-Herzegovina,2022,0,0
21,Brasil,Brasil,2022,2504,952
22,Brasil,Bulgária,2022,5,31
23,Brasil,Cabo Verde,2022,0,0
24,Brasil,Camarões,2022,0,0
25,Brasil,Canadá,2022,1183,5784
26,Brasil,Catar,2022,0,0
27,Brasil,"Cayman, Ilhas",2022,160,958
28,Brasil,Chile,2022,2094,7986
29,Brasil,China,2022,105395,404647
30,Brasil,Chipre,2022,1521,4458
31,Brasil,Cingapura,2022,0,0
32,Brasil,"Cocos (Keeling), Ilhas",2022,26,60
33,Brasil,Colômbia,2022,8217,14068
34,Brasil,Comores,2022,0,0
35,Brasil,Congo,2022,0,0
36,Brasil,"Coreia, Republica Sul",2022,77,257
37,Brasil,Costa do Marfim,2022,0,0
38,Brasil,Costa Rica,2022,0,0
39,Brasil,Croácia,2022,34,484
40,Brasil,Cuba,2022,16,6
41,Brasil,Curaçao,2022,40673,66950
42,Brasil,Dinamarca,2022,2,6
43,Brasil,Dominica,2022,1485,2223
44,Brasil,El Salvador,2022,0,0
45,Brasil,Emirados Arabes Unidos,2022,4781,85465
46,Brasil,Equador,2022,135,210
47,Brasil,"Eslovaca, Republica",2022,0,0
48,Brasil,Espanha,2022,0,0
49,Brasil,Estados Unidos,2022,220373,447893
50,Brasil,Estônia,2022,0,0
51,Brasil,Filipinas,2022,375,790
52,Brasil,Finlândia,2022,0,0
53,Brasil,França,2022,5694,25008
54,Brasil,Gana,2022,35949,49304
55,Brasil,Gibraltar,2022,0,0
56,Brasil,Granada,2022,5610,7914
57,Brasil,Grécia,2022,920,2426
58,Brasil,Guatemala,2022,1283,5350
59,Brasil,Guiana,2022,2064,5823
60,Brasil,Guiana Francesa,2022,22,18
61,Brasil,Guine Bissau,2022,0,0
62,Brasil,Guine Equatorial,2022,0,0
63,Brasil,Haiti,2022,553503,741014
64,Brasil,Honduras,2022,0,0
65,Brasil,Hong Kong,2022,9371,38218
66,Brasil,Hungria,2022,0,0
67,Brasil,Ilha de Man,2022,165,641
68,Brasil,Ilhas Virgens,2022,0,0
