Id,País de origem,País de destino,Ano,Quantidade (kg/L),Valor em US$
18,Brasil,Benin,2012,0,0
19,Brasil,Bolívia,2012,11868,16804
20,Brasil,Bósnia-Herzegovina,2012,0,0
21,Brasil,Brasil,2012,0,0
22,Brasil,Bulgária,2012,0,0
23,Brasil,Cabo Verde,2012,0,0
24,Brasil,Camarões,2012,0,0
25,Brasil,Canadá,2012,14304,146035
26,Brasil,Catar,2012,0,0
27,Brasil,"Cayman, Ilhas",2012,0,0
28,Brasil,Chile,2012,8550,15438
29,Brasil,China,2012,87905,642177
30,Brasil,Chipre,2012,0,0
31,Brasil,Cingapura,2012,1212,5310
32,Brasil,"Cocos (Keeling), Ilhas",2012,0,0
33,Brasil,Colômbia,2012,0,0
34,Brasil,Comores,2012,0,0
35,Brasil,Congo,2012,0,0
36,Brasil,"Coreia, Republica Sul",2012,0,0
37,Brasil,Costa do Marfim,2012,0,0
38,Brasil,Costa Rica,2012,0,0
39,Brasil,Croácia,2012,0,0
40,Brasil,Cuba,2012,0,0
41,Brasil,Curaçao,2012,0,0
42,Brasil,Dinamarca,2012,4716,23802
43,Brasil,Dominica,2012,0,0
44,Brasil,El Salvador,2012,0,0
45,Brasil,Emirados Arabes Unidos,2012,675,3300
46,Brasil,Equador,2012,0,0
47,Brasil,"Eslovaca, Republica",2012,0,0
48,Brasil,Espanha,2012,0,0
49,Brasil,Estados Unidos,2012,146585,303986
50,Brasil,Estônia,2012,3321,19384
51,Brasil,Filipinas,2012,0,0
52,Brasil,Finlândia,2012,17100,67959
53,Brasil,França,2012,195604,185791
54,Brasil,Gana,2012,0,0
55,Brasil,Gibraltar,2012,0,0
56,Brasil,Granada,2012,0,0
57,Brasil,Grécia,2012,0,0
58,Brasil,Guatemala,2012,0,0
59,Brasil,Guiana,2012,0,0
60,Brasil,Guiana Francesa,2012,0,0
61,Brasil,Guine Bissau,2012,0,0
62,Brasil,Guine Equatorial,2012,819,2530
63,Brasil,Haiti,2012,0,0
64,Brasil,Honduras,2012,0,0
65,Brasil,Hong Kong,2012,1609,7653
66,Brasil,Hungria,2012,0,0
67,Brasil,Ilha de Man,2012,0,0
68,Brasil,Ilhas Virgens,2012,0,0
69,Brasil,India,2012,0,0
70,Brasil,Indonésia,2012,0,0
71,Brasil,Irã,2012,0,0
72,Brasil,Iraque,2012,0,0
73,Brasil,Irlanda,2012,0,0
74,Brasil,Itália,2012,792,5622
75,Brasil,Jamaica,2012,0,0
76,Brasil,Japão,2012,29281,116961
77,Brasil,Jordânia,2012,0,0
78,Brasil,Letônia,2012,0,0
79,Brasil,Líbano,2012,0,0
80,Brasil,Libéria,2012,0,0
81,Brasil,Luxemburgo,2012,2444,16547
82,Brasil,Malásia,2012,0,0
83,Brasil,Malta,2012,0,0
84,Brasil,"Marshall, Ilhas",2012,0,0
85,Brasil,Mauritânia,2012,0,0
86,Brasil,México,2012,0,0
87,Brasil,Moçambique,2012,0,0
88,Brasil,Montenegro,2012,0,0
89,Brasil,Namibia,2012,0,0
90,Brasil,Nicaragua,2012,0,0
91,Brasil,Nigéria,2012,6449,10196
92,Brasil,Noruega,2012,5104,31515
93,Brasil,Nova Caledônia,2012,0,0
94,Brasil,Nova Zelândia,2012,2364,8817
95,Brasil,Omã,2012,0,0
96,Brasil,Países Baixos,2012,134879,539641
97,Brasil,Panamá,2012,39,2262
98,Brasil,Paraguai,2012,354824,428279
99,Brasil,Peru,2012,0,0
100,Brasil,Polônia,2012,21663,89158
101,Brasil,Porto Rico,2012,0,0
102,Brasil,Portugal,2012,47172,47022
103,Brasil,Quênia,2012,94,458
104,Brasil,Reino Unido,2012,82937,334856
105,Brasil,República Dominicana,2012,0,0
106,Brasil,Rússia,2012,4528176,2103968
107,Brasil,São Tomé e Príncipe,2012,0,0
108,Brasil,São Vicente e Granadinas,2012,0,0
109,Brasil,Senegal,2012,0,0
110,Brasil,Serra Leoa,2012,0,0
111,Brasil,Singapura,2012,0,0
112,Brasil,Suazilândia,2012,0,0
113,Brasil,Suécia,2012,2705,17280
114,Brasil,Suíça,2012,4014,47240
115,Brasil,Suriname,2012,396,1288
116,Brasil,Tailândia,2012,0,0
117,Brasil,Taiwan (FORMOSA),2012,0,0
118,Brasil,Tanzânia,2012,0,0
119,Brasil,"Tcheca, República",2012,7960,27789
120,Brasil,Togo,2012,0,0
121,Brasil,Trinidade Tobago,2012,531,2720
122,Brasil,Tunísia,2012,0,0
123,Brasil,Turquia,2012,0,0
124,Brasil,Tuvalu,2012,0,0
125,Brasil,Uruguai,2012,1135,3879
126,Brasil,Vanuatu,2012,0,0
127,Brasil,Venezuela,2012,1029,7492
128,Brasil,Vietnã,2012,0,0
1,Brasil,Afeganistão,2013,0,0
2,Brasil,África do Sul,2013,0,0
3,Brasil,"Alemanha, República Democrática",2013,61699,265978
4,Brasil,Angola,2013,1573,9300
5,Brasil,Anguilla,2013,0,0
6,Brasil,Antígua e Barbuda,2013,0,0
7,Brasil,Antilhas Holandesas,2013,11281,19565
8,Brasil,Argentina,2013,0,0
9,Brasil,Aruba,2013,0,0
10,Brasil,Austrália,2013,16707,101715
11,Brasil,Áustria,2013,0,0
12,Brasil,Bahamas,2013,581,5145
13,Brasil,Bangladesh,2013,0,0
14,Brasil,Barbados,2013,0,0
15,Brasil,Barein,2013,0,0
16,Brasil,Bélgica,2013,22461,95893
17,Brasil,Belice,2013,0,0
18,Brasil,Benin,2013,0,0
19,Brasil,Bolívia,2013,19147,25998
20,Brasil,Bósnia-Herzegovina,2013,0,0
21,Brasil,Brasil,2013,0,0
22,Brasil,Bulgária,2013,0,0
23,Brasil,Cabo Verde,2013,0,0
24,Brasil,Camarões,2013,0,0
25,Brasil,Canadá,2013,25329,174643
26,Brasil,Catar,2013,0,0
27,Brasil,"Cayman, Ilhas",2013,0,0
28,Brasil,Chile,2013,0,0
29,Brasil,China,2013,40929,279956
30,Brasil,Chipre,2013,0,0
31,Brasil,Cingapura,2013,766,5779
32,Brasil,"Cocos (Keeling), Ilhas",2013,0,0
33,Brasil,Colômbia,2013,8,30
34,Brasil,Comores,2013,0,0
35,Brasil,Congo,2013,0,0
36,Brasil,"Coreia, Republica Sul",2013,0,0
37,Brasil,Costa do Marfim,2013,0,0
38,Brasil,Costa Rica,2013,0,0
39,Brasil,Croácia,2013,0,0
40,Brasil,Cuba,2013,0,0
41,Brasil,Curaçao,2013,0,0
42,Brasil,Dinamarca,2013,17892,101915
43,Brasil,Dominica,2013,0,0
44,Brasil,El Salvador,2013,0,0
45,Brasil,Emirados Arabes Unidos,2013,0,0
46,Brasil,Equador,2013,0,0
47,Brasil,"Eslovaca, Republica",2013,0,0
48,Brasil,Espanha,2013,1972980,3748940
49,Brasil,Estados Unidos,2013,245368,786556
50,Brasil,Estônia,2013,0,0
51,Brasil,Filipinas,2013,0,0
52,Brasil,Finlândia,2013,36682,283114
53,Brasil,França,2013,6885,42256
54,Brasil,Gana,2013,0,0
55,Brasil,Gibraltar,2013,0,0
56,Brasil,Granada,2013,0,0
57,Brasil,Grécia,2013,0,0
58,Brasil,Guatemala,2013,0,0
59,Brasil,Guiana,2013,0,0
60,Brasil,Guiana Francesa,2013,0,0
61,Brasil,Guine Bissau,2013,0,0
62,Brasil,Guine Equatorial,2013,1108,5336
63,Brasil,Haiti,2013,0,0
64,Brasil,Honduras,2013,0,0
65,Brasil,Hong Kong,2013,16013,61224
66,Brasil,Hungria,2013,0,0
67,Brasil,Ilha de Man,2013,0,0
68,Brasil,Ilhas Virgens,2013,0,0
69,Brasil,India,2013,0,0
70,Brasil,Indonésia,2013,0,0
71,Brasil,Irã,2013,0,0
72,Brasil,Iraque,2013,0,0
73,Brasil,Irlanda,2013,0,0
74,Brasil,Itália,2013,1710,11967
75,Brasil,Jamaica,2013,0,0
76,Brasil,Japão,2013,91988,429088
77,Brasil,Jordânia,2013,0,0
78,Brasil,Letônia,2013,0,0
79,Brasil,Líbano,2013,0,0
80,Brasil,Libéria,2013,0,0
81,Brasil,Luxemburgo,2013,5135,29474
82,Brasil,Malásia,2013,0,0
83,Brasil,Malta,2013,0,0
84,Brasil,"Marshall, Ilhas",2013,0,0
85,Brasil,Mauritânia,2013,0,0
86,Brasil,México,2013,0,0
87,Brasil,Moçambique,2013,0,0
88,Brasil,Montenegro,2013,0,0
89,Brasil,Namibia,2013,0,0
90,Brasil,Nicaragua,2013,0,0
91,Brasil,Nigéria,2013,1350,2245
92,Brasil,Noruega,2013,2375,19008
93,Brasil,Nova Caledônia,2013,0,0
94,Brasil,Nova Zelândia,2013,1004,4092
95,Brasil,Omã,2013,0,0
96,Brasil,Países Baixos,2013,57792,255690
97,Brasil,Panamá,2013,0,0
98,Brasil,Paraguai,2013,481564,680828
99,Brasil,Peru,2013,0,0
100,Brasil,Polônia,2013,19249,90960
101,Brasil,Porto Rico,2013,0,0
102,Brasil,Portugal,2013,23810,17627
103,Brasil,Quênia,2013,6,4
104,Brasil,Reino Unido,2013,59161,305005
105,Brasil,República Dominicana,2013,0,0
106,Brasil,Rússia,2013,5893291,14795694
107,Brasil,São Tomé e Príncipe,2013,0,0
108,Brasil,São Vicente e Granadinas,2013,0,0
109,Brasil,Senegal,2013,0,0
110,Brasil,Serra Leoa,2013,0,0
111,Brasil,Singapura,2013,0,0
112,Brasil,Suazilândia,2013,0,0
113,Brasil,Suécia,2013,3195,20183
114,Brasil,Suíça,2013,2997,29785
115,Brasil,Suriname,2013,1800,2960
116,Brasil,Tailândia,2013,0,0
117,Brasil,Taiwan (FORMOSA),2013,0,0
118,Brasil,Tanzânia,2013,0,0
119,Brasil,"Tcheca, República",2013,3697,23549
120,Brasil,Togo,2013,0,0
121,Brasil,Trinidade Tobago,2013,0,0
122,Brasil,Tunísia,2013,0,0
123,Brasil,Turquia,2013,0,0
124,Brasil,Tuvalu,2013,0,0
125,Brasil,Uruguai,2013,1526,13343
126,Brasil,Vanuatu,2013,0,0
127,Brasil,Venezuela,2013,0,0
128,Brasil,Vietnã,2013,0,0
1,Brasil,Afeganistão,2014,0,0
2,Brasil,África do Sul,2014,0,0
3,Brasil,"Alemanha, República Democrática",2014,213348,761653
4,Brasil,Angola,2014,12182,23124
5,Brasil,Anguilla,2014,0,0
6,Brasil,Antígua e Barbuda,2014,0,0
7,Brasil,Antilhas Holandesas,2014,4455,7169
8,Brasil,Argentina,2014,20385,95130
9,Brasil,Aruba,2014,450,755
10,Brasil,Austrália,2014,6308,43709
11,Brasil,Áustria,2014,0,0
12,Brasil,Bahamas,2014,0,0
13,Brasil,Bangladesh,2014,0,0
14,Brasil,Barbados,2014,0,0
15,Brasil,Barein,2014,0,0
16,Brasil,Bélgica,2014,151320,704093
17,Brasil,Belice,2014,0,0
18,Brasil,Benin,2014,0,0
19,Brasil,Bolívia,2014,12534,18303
20,Brasil,Bósnia-Herzegovina,2014,0,0
21,Brasil,Brasil,2014,0,0
22,Brasil,Bulgária,2014,0,0
23,Brasil,Cabo Verde,2014,0,0
24,Brasil,Camarões,2014,0,0
25,Brasil,Canadá,2014,35082,226875
26,Brasil,Catar,2014,0,0
27,Brasil,"Cayman, Ilhas",2014,0,0
28,Brasil,Chile,2014,0,0
29,Brasil,China,2014,64040,455340
30,Brasil,Chipre,2014,0,0
31,Brasil,Cingapura,2014,541,3887
32,Brasil,"Cocos (Keeling), Ilhas",2014,0,0
33,Brasil,Colômbia,2014,0,0
34,Brasil,Comores,2014,0,0
35,Brasil,Congo,2014,0,0
36,Brasil,"Coreia, Republica Sul",2014,0,0
37,Brasil,Costa do Marfim,2014,0,0
38,Brasil,Costa Rica,2014,0,0
39,Brasil,Croácia,2014,0,0
40,Brasil,Cuba,2014,38875,43200
41,Brasil,Curaçao,2014,0,0
42,Brasil,Dinamarca,2014,3240,16871
43,Brasil,Dominica,2014,0,0
44,Brasil,El Salvador,2014,0,0
45,Brasil,Emirados Arabes Unidos,2014,640,3381
46,Brasil,Equador,2014,0,0
47,Brasil,"Eslovaca, Republica",2014,0,0
48,Brasil,Espanha,2014,0,0
49,Brasil,Estados Unidos,2014,222267,494216
50,Brasil,Estônia,2014,0,0
51,Brasil,Filipinas,2014,0,0
52,Brasil,Finlândia,2014,12960,94962
53,Brasil,França,2014,33755,167807
54,Brasil,Gana,2014,0,0
55,Brasil,Gibraltar,2014,0,0
56,Brasil,Granada,2014,0,0
57,Brasil,Grécia,2014,0,0
58,Brasil,Guatemala,2014,0,0
59,Brasil,Guiana,2014,0,0
60,Brasil,Guiana Francesa,2014,0,0
61,Brasil,Guine Bissau,2014,0,0
62,Brasil,Guine Equatorial,2014,5646,11983
63,Brasil,Haiti,2014,0,0
64,Brasil,Honduras,2014,0,0
65,Brasil,Hong Kong,2014,18130,63534
66,Brasil,Hungria,2014,0,0
67,Brasil,Ilha de Man,2014,0,0
68,Brasil,Ilhas Virgens,2014,0,0
69,Brasil,India,2014,0,0
70,Brasil,Indonésia,2014,0,0
71,Brasil,Irã,2014,0,0
72,Brasil,Iraque,2014,0,0
73,Brasil,Irlanda,2014,0,0
74,Brasil,Itália,2014,604,2492
75,Brasil,Jamaica,2014,0,0
76,Brasil,Japão,2014,106426,401774
77,Brasil,Jordânia,2014,0,0
78,Brasil,Letônia,2014,0,0
79,Brasil,Líbano,2014,0,0
80,Brasil,Libéria,2014,0,0
81,Brasil,Luxemburgo,2014,8281,52400
82,Brasil,Malásia,2014,0,0
83,Brasil,Malta,2014,0,0
84,Brasil,"Marshall, Ilhas",2014,0,0
85,Brasil,Mauritânia,2014,0,0
86,Brasil,México,2014,1521,24336
87,Brasil,Moçambique,2014,0,0
88,Brasil,Montenegro,2014,0,0
89,Brasil,Namibia,2014,0,0
90,Brasil,Nicaragua,2014,0,0
91,Brasil,Nigéria,2014,0,0
92,Brasil,Noruega,2014,7179,50464
93,Brasil,Nova Caledônia,2014,0,0
94,Brasil,Nova Zelândia,2014,2800,13675
95,Brasil,Omã,2014,0,0
96,Brasil,Países Baixos,2014,165289,773767
97,Brasil,Panamá,2014,0,0
98,Brasil,Paraguai,2014,521847,908028
99,Brasil,Peru,2014,0,0
100,Brasil,Polônia,2014,30181,107957
101,Brasil,Porto Rico,2014,0,0
102,Brasil,Portugal,2014,71544,79141
103,Brasil,Quênia,2014,0,0
104,Brasil,Reino Unido,2014,305807,1373747
105,Brasil,República Dominicana,2014,0,0
106,Brasil,Rússia,2014,190656,61440
107,Brasil,São Tomé e Príncipe,2014,0,0
108,Brasil,São Vicente e Granadinas,2014,0,0
109,Brasil,Senegal,2014,0,0
110,Brasil,Serra Leoa,2014,0,0
111,Brasil,Singapura,2014,0,0
112,Brasil,Suazilândia,2014,0,0
113,Brasil,Suécia,2014,10404,51057
114,Brasil,Suíça,2014,27933,231762
115,Brasil,Suriname,2014,6,19
116,Brasil,Tailândia,2014,0,0
117,Brasil,Taiwan (FORMOSA),2014,12519,67907
118,Brasil,Tanzânia,2014,0,0
119,Brasil,"Tcheca, República",2014,4500,35005
120,Brasil,Togo,2014,0,0
121,Brasil,Trinidade Tobago,2014,360,1600
122,Brasil,Tunísia,2014,0,0
123,Brasil,Turquia,2014,0,0
124,Brasil,Tuvalu,2014,0,0
125,Brasil,Uruguai,2014,0,0
126,Brasil,Vanuatu,2014,0,0
127,Brasil,Venezuela,2014,14,232
128,Brasil,Vietnã,2014,0,0
1,Brasil,Afeganistão,2015,0,0
2,Brasil,África do Sul,2015,0,0
3,Brasil,"Alemanha, República Democrática",2015,10680,44780
4,Brasil,Angola,2015,1908,17089
5,Brasil,Anguilla,2015,0,0
6,Brasil,Antígua e Barbuda,2015,0,0
7,Brasil,Antilhas Holandesas,2015,6660,10545
8,Brasil,Argentina,2015,0,0
9,Brasil,Aruba,2015,0,0
10,Brasil,Austrália,2015,7437,48011
11,Brasil,Áustria,2015,0,0
12,Brasil,Bahamas,2015,0,0
13,Brasil,Bangladesh,2015,0,0
14,Brasil,Barbados,2015,0,0
15,Brasil,Barein,2015,0,0
16,Brasil,Bélgica,2015,4473,26399
17,Brasil,Belice,2015,0,0
18,Brasil,Benin,2015,0,0
19,Brasil,Bolívia,2015,10674,12990
20,Brasil,Bósnia-Herzegovina,2015,0,0
21,Brasil,Brasil,2015,0,0
22,Brasil,Bulgária,2015,0,0
23,Brasil,Cabo Verde,2015,0,0
24,Brasil,Camarões,2015,0,0
25,Brasil,Canadá,2015,24547,118394
26,Brasil,Catar,2015,0,0
27,Brasil,"Cayman, Ilhas",2015,0,0
28,Brasil,Chile,2015,0,0
29,Brasil,China,2015,47609,222866
30,Brasil,Chipre,2015,0,0
31,Brasil,Cingapura,2015,1116,2774
32,Brasil,"Cocos (Keeling), Ilhas",2015,0,0
33,Brasil,Colômbia,2015,0,0
34,Brasil,Comores,2015,0,0
35,Brasil,Congo,2015,0,0
36,Brasil,"Coreia, Republica Sul",2015,0,0
37,Brasil,Costa do Marfim,2015,0,0
38,Brasil,Costa Rica,2015,0,0
39,Brasil,Croácia,2015,0,0
40,Brasil,Cuba,2015,97965,108864
41,Brasil,Curaçao,2015,0,0
42,Brasil,Dinamarca,2015,7080,29306
43,Brasil,Dominica,2015,0,0
44,Brasil,El Salvador,2015,0,0
45,Brasil,Emirados Arabes Unidos,2015,765,3740
46,Brasil,Equador,2015,0,0
47,Brasil,"Eslovaca, Republica",2015,0,0
48,Brasil,Espanha,2015,0,0
49,Brasil,Estados Unidos,2015,195896,524109
50,Brasil,Estônia,2015,0,0
51,Brasil,Filipinas,2015,0,0
52,Brasil,Finlândia,2015,0,0
53,Brasil,França,2015,1596,4749
54,Brasil,Gana,2015,0,0
55,Brasil,Gibraltar,2015,0,0
56,Brasil,Granada,2015,0,0
57,Brasil,Grécia,2015,0,0
58,Brasil,Guatemala,2015,0,0
59,Brasil,Guiana,2015,0,0
60,Brasil,Guiana Francesa,2015,0,0
61,Brasil,Guine Bissau,2015,0,0
62,Brasil,Guine Equatorial,2015,0,0
63,Brasil,Haiti,2015,0,0
64,Brasil,Honduras,2015,0,0
65,Brasil,Hong Kong,2015,1229,7837
66,Brasil,Hungria,2015,0,0
67,Brasil,Ilha de Man,2015,0,0
68,Brasil,Ilhas Virgens,2015,0,0
69,Brasil,India,2015,0,0
70,Brasil,Indonésia,2015,0,0
71,Brasil,Irã,2015,0,0
72,Brasil,Iraque,2015,0,0
73,Brasil,Irlanda,2015,0,0
74,Brasil,Itália,2015,0,0
75,Brasil,Jamaica,2015,0,0
76,Brasil,Japão,2015,31597,87853
77,Brasil,Jordânia,2015,0,0
78,Brasil,Letônia,2015,0,0
79,Brasil,Líbano,2015,0,0
80,Brasil,Libéria,2015,0,0
81,Brasil,Luxemburgo,2015,2295,17358
82,Brasil,Malásia,2015,0,0
83,Brasil,Malta,2015,0,0
84,Brasil,"Marshall, Ilhas",2015,0,0
85,Brasil,Mauritânia,2015,0,0
86,Brasil,México,2015,0,0
87,Brasil,Moçambique,2015,0,0
88,Brasil,Montenegro,2015,0,0
89,Brasil,Namibia,2015,0,0
90,Brasil,Nicaragua,2015,0,0
91,Brasil,Nigéria,2015,0,0
92,Brasil,Noruega,2015,1058,6021
93,Brasil,Nova Caledônia,2015,0,0
94,Brasil,Nova Zelândia,2015,809,3476
95,Brasil,Omã,2015,0,0
96,Brasil,Países Baixos,2015,44987,186464
97,Brasil,Panamá,2015,0,0
98,Brasil,Paraguai,2015,495428,741370
99,Brasil,Peru,2015,0,0
100,Brasil,Polônia,2015,11654,42781
101,Brasil,Porto Rico,2015,0,0
102,Brasil,Portugal,2015,47736,42586
103,Brasil,Quênia,2015,0,0
104,Brasil,Reino Unido,2015,68382,308407
105,Brasil,República Dominicana,2015,0,0
106,Brasil,Rússia,2015,47664,18240
107,Brasil,São Tomé e Príncipe,2015,0,0
108,Brasil,São Vicente e Granadinas,2015,0,0
109,Brasil,Senegal,2015,0,0
110,Brasil,Serra Leoa,2015,0,0
111,Brasil,Singapura,2015,0,0
112,Brasil,Suazilândia,2015,0,0
113,Brasil,Suécia,2015,1412,6404
114,Brasil,Suíça,2015,15872,85790
115,Brasil,Suriname,2015,453,713
116,Brasil,Tailândia,2015,0,0
117,Brasil,Taiwan (FORMOSA),2015,7200,23940
118,Brasil,Tanzânia,2015,0,0
119,Brasil,"Tcheca, República",2015,2297,15304
120,Brasil,Togo,2015,0,0
121,Brasil,Trinidade Tobago,2015,0,0
122,Brasil,Tunísia,2015,0,0
123,Brasil,Turquia,2015,0,0
124,Brasil,Tuvalu,2015,0,0
125,Brasil,Uruguai,2015,0,0
126,Brasil,Vanuatu,2015,0,0
127,Brasil,Venezuela,2015,0,0
128,Brasil,Vietnã,2015,0,0
1,Brasil,Afeganistão,2016,0,0
2,Brasil,África do Sul,2016,0,0
3,Brasil,"Alemanha, República Democrática",2016,14012,68109
4,Brasil,Angola,2016,7359,35390
5,Brasil,Anguilla,2016,0,0
6,Brasil,Antígua e Barbuda,2016,0,0
7,Brasil,Antilhas Holandesas,2016,16641,26450
8,Brasil,Argentina,2016,0,0
9,Brasil,Aruba,2016,0,0
10,Brasil,Austrália,2016,1954,13799
11,Brasil,Áustria,2016,675,5220
12,Brasil,Bahamas,2016,0,0
13,Brasil,Bangladesh,2016,0,0
14,Brasil,Barbados,2016,0,0
15,Brasil,Barein,2016,0,0
16,Brasil,Bélgica,2016,7200,46534
17,Brasil,Belice,2016,0,0
18,Brasil,Benin,2016,5040,20333
19,Brasil,Bolívia,2016,13586,16902
20,Brasil,Bósnia-Herzegovina,2016,0,0
21,Brasil,Brasil,2016,0,0
22,Brasil,Bulgária,2016,0,0
23,Brasil,Cabo Verde,2016,0,0
24,Brasil,Camarões,2016,0,0
25,Brasil,Canadá,2016,13711,71096
26,Brasil,Catar,2016,0,0
27,Brasil,"Cayman, Ilhas",2016,0,0
28,Brasil,Chile,2016,0,0
29,Brasil,China,2016,134106,499622
30,Brasil,Chipre,2016,0,0
31,Brasil,Cingapura,2016,5445,13199
32,Brasil,"Cocos (Keeling), Ilhas",2016,0,0
33,Brasil,Colômbia,2016,0,0
34,Brasil,Comores,2016,0,0
35,Brasil,Congo,2016,0,0
36,Brasil,"Coreia, Republica Sul",2016,8,20
37,Brasil,Costa do Marfim,2016,0,0
38,Brasil,Costa Rica,2016,0,0
39,Brasil,Croácia,2016,0,0
40,Brasil,Cuba,2016,63741,69830
41,Brasil,Curaçao,2016,0,0
42,Brasil,Dinamarca,2016,1278,8171
43,Brasil,Dominica,2016,0,0
44,Brasil,El Salvador,2016,0,0
45,Brasil,Emirados Arabes Unidos,2016,585,2760
46,Brasil,Equador,2016,0,0
47,Brasil,"Eslovaca, Republica",2016,0,0
48,Brasil,Espanha,2016,0,0
49,Brasil,Estados Unidos,2016,258072,687411
50,Brasil,Estônia,2016,900,4800
51,Brasil,Filipinas,2016,0,0
52,Brasil,Finlândia,2016,7617,41003
53,Brasil,França,2016,6037,30055
54,Brasil,Gana,2016,0,0
55,Brasil,Gibraltar,2016,0,0
56,Brasil,Granada,2016,0,0
57,Brasil,Grécia,2016,0,0
58,Brasil,Guatemala,2016,0,0
59,Brasil,Guiana,2016,0,0
60,Brasil,Guiana Francesa,2016,0,0
61,Brasil,Guine Bissau,2016,0,0
62,Brasil,Guine Equatorial,2016,0,0
63,Brasil,Haiti,2016,0,0
64,Brasil,Honduras,2016,0,0
65,Brasil,Hong Kong,2016,6975,86199
66,Brasil,Hungria,2016,0,0
67,Brasil,Ilha de Man,2016,0,0
68,Brasil,Ilhas Virgens,2016,0,0
69,Brasil,India,2016,0,0
70,Brasil,Indonésia,2016,0,0
71,Brasil,Irã,2016,0,0
72,Brasil,Iraque,2016,0,0
73,Brasil,Irlanda,2016,0,0
74,Brasil,Itália,2016,585,3465
75,Brasil,Jamaica,2016,0,0
76,Brasil,Japão,2016,34341,90954
77,Brasil,Jordânia,2016,0,0
78,Brasil,Letônia,2016,0,0
79,Brasil,Líbano,2016,0,0
80,Brasil,Libéria,2016,0,0
81,Brasil,Luxemburgo,2016,2759,21426
82,Brasil,Malásia,2016,0,0
83,Brasil,Malta,2016,0,0
84,Brasil,"Marshall, Ilhas",2016,0,0
85,Brasil,Mauritânia,2016,0,0
86,Brasil,México,2016,0,0
87,Brasil,Moçambique,2016,0,0
88,Brasil,Montenegro,2016,0,0
89,Brasil,Namibia,2016,0,0
90,Brasil,Nicaragua,2016,0,0
91,Brasil,Nigéria,2016,0,0
92,Brasil,Noruega,2016,0,0
93,Brasil,Nova Caledônia,2016,0,0
94,Brasil,Nova Zelândia,2016,504,9472
95,Brasil,Omã,2016,0,0
96,Brasil,Países Baixos,2016,42953,190203
97,Brasil,Panamá,2016,0,0
98,Brasil,Paraguai,2016,985739,1655417
99,Brasil,Peru,2016,0,0
100,Brasil,Polônia,2016,11457,35402
101,Brasil,Porto Rico,2016,0,0
102,Brasil,Portugal,2016,0,0
103,Brasil,Quênia,2016,0,0
104,Brasil,Reino Unido,2016,117044,536681
105,Brasil,República Dominicana,2016,0,0
106,Brasil,Rússia,2016,0,0
107,Brasil,São Tomé e Príncipe,2016,0,0
108,Brasil,São Vicente e Granadinas,2016,0,0
109,Brasil,Senegal,2016,0,0
110,Brasil,Serra Leoa,2016,0,0
111,Brasil,Singapura,2016,0,0
112,Brasil,Suazilândia,2016,0,0
113,Brasil,Suécia,2016,291,1214
114,Brasil,Suíça,2016,4230,33340
115,Brasil,Suriname,2016,900,1375
116,Brasil,Tailândia,2016,0,0
117,Brasil,Taiwan (FORMOSA),2016,16967,80379
118,Brasil,Tanzânia,2016,0,0
119,Brasil,"Tcheca, República",2016,3837,28473
120,Brasil,Togo,2016,0,0
121,Brasil,Trinidade Tobago,2016,0,0
122,Brasil,Tunísia,2016,0,0
123,Brasil,Turquia,2016,0,0
124,Brasil,Tuvalu,2016,0,0
125,Brasil,Uruguai,2016,0,0
126,Brasil,Vanuatu,2016,0,0
127,Brasil,Venezuela,2016,0,0
128,Brasil,Vietnã,2016,0,0
1,Brasil,Afeganistão,2017,0,0
2,Brasil,África do Sul,2017,0,0
3,Brasil,"Alemanha, República Democrática",2017,15467,87702
4,Brasil,Angola,2017,10170,61680
5,Brasil,Anguilla,2017,0,0
6,Brasil,Antígua e Barbuda,2017,0,0
7,Brasil,Antilhas Holandesas,2017,5400,8550
8,Brasil,Argentina,2017,0,0
9,Brasil,Aruba,2017,0,0
10,Brasil,Austrália,2017,1350,7500
11,Brasil,Áustria,2017,0,0
12,Brasil,Bahamas,2017,0,0
13,Brasil,Bangladesh,2017,0,0
14,Brasil,Barbados,2017,0,0
15,Brasil,Barein,2017,0,0
16,Brasil,Bélgica,2017,2790,16405
17,Brasil,Belice,2017,0,0
18,Brasil,Benin,2017,0,0
19,Brasil,Bolívia,2017,9495,23085
20,Brasil,Bósnia-Herzegovina,2017,0,0
21,Brasil,Brasil,2017,0,0
22,Brasil,Bulgária,2017,117,1579
23,Brasil,Cabo Verde,2017,0,0
24,Brasil,Camarões,2017,1749,7476
25,Brasil,Canadá,2017,6075,30658
26,Brasil,Catar,2017,13338,81606
27,Brasil,"Cayman, Ilhas",2017,0,0
28,Brasil,Chile,2017,0,0
29,Brasil,China,2017,67594,266086
30,Brasil,Chipre,2017,0,0
31,Brasil,Cingapura,2017,0,0
32,Brasil,"Cocos (Keeling), Ilhas",2017,0,0
33,Brasil,Colômbia,2017,0,0
34,Brasil,Comores,2017,0,0
35,Brasil,Congo,2017,0,0
36,Brasil,"Coreia, Republica Sul",2017,0,0
37,Brasil,Costa do Marfim,2017,0,0
38,Brasil,Costa Rica,2017,0,0
39,Brasil,Croácia,2017,0,0
40,Brasil,Cuba,2017,62791,72229
41,Brasil,Curaçao,2017,12340,23011
42,Brasil,Dinamarca,2017,581,2829
43,Brasil,Dominica,2017,0,0
44,Brasil,El Salvador,2017,0,0
